,genero,idade,idade_parceiro,raa,raa_parceiro,Mesma raa?,importancia_mesma_raca,importancia_mesma_religiao,formao,pref_parceiro_atratividade,pref_parceiro_sinceridade,pref_parceiro_inteligencia,pref_parceiro_engracado,pref_parceiro_ambicao,pref_parceiro_interessescomuns,avaliacao_atratividade,avaliacao_sinceridade,avaliacao_inteligencia,avaliacao_engracado,avaliacao_ambicao,avaliacao_interessescomuns,busco_atratividade,busco_sinceridade,busco_inteligencia,busco_engracado,busco_ambicao,busco_interessescomuns,sou_atrativo,sou_sincero,sou_inteligente,sou_engracado,sou_ambicioso,parceiro_atrativo,parceiro_sincero,parceiro_inteligente,parceiro_engracado,parceiro_ambicioso,interessescomunsparceiro,esportes,esportes_tv,exercicio,jantares,museus,arte,trilhas,videogames,leitura,tv,teatro,filmes,shows,musica,shopping,yoga,correlacao_interesses,expectativas,quantos_acho_vao_gostar_demim,quantos_matches_acho_terei,gostou_parceiro,parceiro_gostou_demim_acho,conhecia_parceiro,decisao,decisao_parceiro,match
5157,b'female',21,24,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',3,3,b'EDUCATION',20,10,25,20,10,15,,,,,,,15,25,15,15,15,15,6,10,10,10,10,7,8,8,8,8,7,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.67,5,,3,3,4,0,b'1',b'0',nao
5158,b'female',21,25,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',17,18,28,27,5,5,4,4,5,4,4,3,15,25,15,15,15,15,6,10,10,10,10,8,7,6,10,7,3,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.39,5,,3,3,3,0,b'1',b'0',nao
5159,b'female',21,28,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',50,10,10,10,10,10,4,7,5,5,5,3,15,25,15,15,15,15,6,10,10,10,10,9,9,10,9,10,6,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.13,5,,3,6,5,0,b'1',b'0',nao
5160,b'female',21,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',40,0,10,50,0,0,3,8,7,6,7,5,15,25,15,15,15,15,6,10,10,10,10,10,9,9,8,8,5,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,-0.38,5,,3,5,3,0,b'1',b'0',nao
5161,b'female',21,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',30,15,15,20,5,15,5,9,7,6,5,6,15,25,15,15,15,15,6,10,10,10,10,9,8,10,8,8,8,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.06,5,,3,6,5,0,b'1',b'0',nao
5162,b'female',21,29,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',3,3,b'EDUCATION',75,5,5,10,0,5,6,9,10,10,8,9,15,25,15,15,15,15,6,10,10,10,10,9,9,9,9,9,8,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.22,5,,3,8,5,0,b'1',b'0',nao
5163,b'female',21,30,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,3,b'EDUCATION',50,10,10,10,5,15,5,6,5,5,4,4,15,25,15,15,15,15,6,10,10,10,10,7,10,10,8,8,7,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,-0.06,5,,3,6,6,0,b'1',b'0',nao
5164,b'female',21,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',30,20,15,15,8,12,3,6,6,5,5,3,15,25,15,15,15,15,6,10,10,10,10,9,9,8,8,9,8,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.24,5,,3,6,5,0,b'1',b'0',nao
5165,b'female',21,25,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,3,b'EDUCATION',30,10,15,20,15,10,5,9,7,6,6,6,15,25,15,15,15,15,6,10,10,10,10,7,8,10,5,9,6,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,0.19,5,,3,5,5,0,b'1',b'0',nao
5166,b'female',21,26,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,3,b'EDUCATION',25,20,10,20,15,10,5,9,8,9,8,6,15,25,15,15,15,15,6,10,10,10,10,8,8,8,8,8,7,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,-0.07,5,,3,7,5,0,b'1',b'0',nao
5167,b'female',21,29,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,3,b'EDUCATION',25,15,20,20,10,10,4,8,8,8,7,4,15,25,15,15,15,15,6,10,10,10,10,8,9,9,8,8,7,3,5,1,10,10,10,2,1,10,7,10,7,7,7,10,5,-0.04,5,,3,6,5,0,b'1',b'0',nao
5168,b'female',33,34,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',30,20,30,5,5,10,10,10,10,10,10,9,25,20,10,20,20,5,7,8,8,9,7,2,8,5,2,8,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.5,6,,5,3,10,0,b'0',b'0',nao
5169,b'female',33,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',20.51,14.53,24.79,17.09,5.98,17.09,8,8,8,9,8,8,25,20,10,20,20,5,7,8,8,9,7,4,7,9,7,8,8,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.08,6,,5,8,8,0,b'1',b'1',sim
5170,b'female',33,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,7,b'Organizational Psychology',25,20,20,20,5,10,7,8,7,8,8,7,25,20,10,20,20,5,7,8,8,9,7,4,8,6,3,7,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.48,6,,5,7,6,0,b'0',b'1',nao
5171,b'female',33,27,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,7,b'Organizational Psychology',25,25,25,15,10,0,9,8,9,8,9,6,25,20,10,20,20,5,7,8,8,9,7,5,6,8,7,8,6,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,-0.01,6,,5,5,6,0,b'0',b'1',nao
5172,b'female',33,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',31.58,10.53,15.79,21.05,10.53,10.53,7,7,6,5,6,4,25,20,10,20,20,5,7,8,8,9,7,6,5,8,7,8,8,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.45,6,,5,6,7,0,b'1',b'0',nao
5173,b'female',33,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',14,18,17,16,15,20,9,10,8,9,8,9,25,20,10,20,20,5,7,8,8,9,7,6,8,8,8,,8,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.37,6,,5,8,8,0,b'1',b'1',sim
5174,b'female',33,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',30,15,20,25,5,5,8,7,7,7,7,8,25,20,10,20,20,5,7,8,8,9,7,4,8,7,8,5,8,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.13,6,,5,8,9,0,b'1',b'1',sim
5175,b'female',33,24,b'European/Caucasian-American',b'Other',b'0',1,7,b'Organizational Psychology',20,10,25,20,10,15,7,8,7,8,8,7,25,20,10,20,20,5,7,8,8,9,7,4,8,6,8,7,8,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.08,6,,5,8,8,0,b'1',b'1',sim
5176,b'female',33,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',17,18,28,27,5,5,,,,,,,25,20,10,20,20,5,7,8,8,9,7,,,,,,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.46,6,,5,,,,b'0',b'0',nao
5177,b'female',33,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',50,10,10,10,10,10,5,6,6,6,5,2,25,20,10,20,20,5,7,8,8,9,7,8,6,7,6,6,6,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.24,6,,5,8,8,0,b'1',b'0',nao
5178,b'female',33,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',40,0,10,50,0,0,8,8,7,7,7,5,25,20,10,20,20,5,7,8,8,9,7,7,8,7,8,7,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.01,6,,5,7,8,0,b'1',b'1',sim
5179,b'female',33,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',30,15,15,20,5,15,9,9,9,9,8,,25,20,10,20,20,5,7,8,8,9,7,7,8,8,7,6,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.18,6,,5,7,8,0,b'1',b'1',sim
5180,b'female',33,29,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1,7,b'Organizational Psychology',75,5,5,10,0,5,10,10,10,10,10,10,25,20,10,20,20,5,7,8,8,9,7,9,8,8,7,9,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.24,6,,5,8,9,0,b'1',b'1',sim
5181,b'female',33,30,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,7,b'Organizational Psychology',50,10,10,10,5,15,8,7,6,6,6,6,25,20,10,20,20,5,7,8,8,9,7,5,9,8,5,7,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.11,6,,5,7,7,0,b'0',b'1',nao
5182,b'female',33,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',30,20,15,15,8,12,10,8,6,8,5,8,25,20,10,20,20,5,7,8,8,9,7,9,8,5,10,7,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,-0.17,6,,5,9,9,0,b'1',b'1',sim
5183,b'female',33,25,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,7,b'Organizational Psychology',30,10,15,20,15,10,10,9,8,7,7,6,25,20,10,20,20,5,7,8,8,9,7,6,4,9,2,10,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.15,6,,5,5,2,0,b'0',b'0',nao
5184,b'female',33,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,7,b'Organizational Psychology',25,20,10,20,15,10,8,8,8,8,8,5,25,20,10,20,20,5,7,8,8,9,7,5,7,7,4,5,,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,-0.32,6,,5,5,5,0,b'0',b'1',nao
5185,b'female',33,29,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,7,b'Organizational Psychology',25,15,20,20,10,10,6,7,6,6,5,3,25,20,10,20,20,5,7,8,8,9,7,6,6,6,6,5,6,2,3,10,8,7,8,7,1,7,4,8,8,8,9,6,7,0.32,6,,5,6,6,0,b'0',b'0',nao
5186,b'female',31,34,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',30,20,30,5,5,10,10,10,10,9,8,8,12,25,25,8,15,15,7,10,6,8,8,4,9,9,4,9,6,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.51,6,,2,8,8,0,b'0',b'1',nao
5187,b'female',31,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',20.51,14.53,24.79,17.09,5.98,17.09,8,8,8,7,7,7,12,25,25,8,15,15,7,10,6,8,8,5,8,8,6,6,5,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.24,6,,2,6,5,0,b'0',b'1',nao
5188,b'female',31,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9,5,b'Applied Physiology & Nutrition',25,20,20,20,5,10,7,8,8,8,7,8,12,25,25,8,15,15,7,10,6,8,8,4,8,8,5,5,4,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.27,6,,2,4,4,0,b'0',b'1',nao
5189,b'female',31,27,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',9,5,b'Applied Physiology & Nutrition',25,25,25,15,10,0,6,9,9,8,9,7,12,25,25,8,15,15,7,10,6,8,8,5,8,6,6,5,7,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.08,6,,2,6,6,0,b'0',b'0',nao
5190,b'female',31,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',31.58,10.53,15.79,21.05,10.53,10.53,9,6,6,7,6,8,12,25,25,8,15,15,7,10,6,8,8,7,8,7,9,7,7,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.29,6,,2,7,7,0,b'0',b'1',nao
5191,b'female',31,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',14,18,17,16,15,20,8,7,7,8,7,8,12,25,25,8,15,15,7,10,6,8,8,6,9,9,7,7,8,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.02,6,,2,8,5,0,b'1',b'1',sim
5192,b'female',31,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',30,15,20,25,5,5,7,7,6,7,6,6,12,25,25,8,15,15,7,10,6,8,8,6,9,9,6,8,9,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,-0.13,6,,2,7,5,0,b'0',b'1',nao
5193,b'female',31,24,b'European/Caucasian-American',b'Other',b'0',9,5,b'Applied Physiology & Nutrition',20,10,25,20,10,15,7,8,7,8,7,6,12,25,25,8,15,15,7,10,6,8,8,6,10,9,8,6,6,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.02,6,,2,7,7,0,b'1',b'1',sim
5194,b'female',31,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',17,18,28,27,5,5,8,8,10,9,10,5,12,25,25,8,15,15,7,10,6,8,8,5,1,4,4,5,1,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.18,6,,2,3,3,0,b'0',b'1',nao
5195,b'female',31,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',50,10,10,10,10,10,8,7,7,7,9,6,12,25,25,8,15,15,7,10,6,8,8,8,8,8,8,8,7,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,-0.09,6,,2,7,6,0,b'1',b'0',nao
5196,b'female',31,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',40,0,10,50,0,0,7,8,7,6,5,5,12,25,25,8,15,15,7,10,6,8,8,8,7,7,7,5,5,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.22,6,,2,5,4,0,b'0',b'1',nao
5197,b'female',31,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',30,15,15,20,5,15,9,8,7,6,5,5,12,25,25,8,15,15,7,10,6,8,8,6,6,7,6,6,5,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.09,6,,2,5,2,0,b'0',b'1',nao
5198,b'female',31,29,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',9,5,b'Applied Physiology & Nutrition',75,5,5,10,0,5,10,9,9,9,10,9,12,25,25,8,15,15,7,10,6,8,8,8,8,7,7,9,7,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0,6,,2,7,6,0,b'1',b'1',sim
5199,b'female',31,30,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9,5,b'Applied Physiology & Nutrition',50,10,10,10,5,15,6,5,6,7,6,5,12,25,25,8,15,15,7,10,6,8,8,4,6,7,4,8,3,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.07,6,,2,4,4,0,b'0',b'0',nao
5200,b'female',31,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',30,20,15,15,8,12,7,7,8,7,6,6,12,25,25,8,15,15,7,10,6,8,8,9,6,6,6,5,3,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,-0.23,6,,2,5,3,0,b'0',b'1',nao
5201,b'female',31,25,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9,5,b'Applied Physiology & Nutrition',30,10,15,20,15,10,6,9,7,4,5,5,12,25,25,8,15,15,7,10,6,8,8,6,8,8,7,9,6,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.31,6,,2,7,5,0,b'1',b'0',nao
5202,b'female',31,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9,5,b'Applied Physiology & Nutrition',25,20,10,20,15,10,7,8,9,6,6,4,12,25,25,8,15,15,7,10,6,8,8,5,5,6,4,6,3,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,-0.21,6,,2,3,3,0,b'0',b'0',nao
5203,b'female',31,29,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,5,b'Applied Physiology & Nutrition',25,15,20,20,10,10,8,8,6,8,9,7,12,25,25,8,15,15,7,10,6,8,8,7,7,7,8,7,7,9,2,10,9,8,8,8,7,9,9,9,9,9,9,5,7,0.25,6,,2,6,4,0,b'0',b'1',nao
5204,b'female',35,34,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',30,20,30,5,5,10,5,9,9,5,5,1,15,15,30,15,15,10,8,10,7,8,9,,,,,,,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.8,8,,,,,,b'0',b'0',nao
5205,b'female',35,30,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',20.51,14.53,24.79,17.09,5.98,17.09,7,7,8,7,7,7,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.46,8,,,7,7,0,b'1',b'1',sim
5206,b'female',35,23,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,3,b'music education',25,20,20,20,5,10,7,7,6,6,7,6,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.11,8,,,7,7,0,b'1',b'0',nao
5207,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',1,3,b'music education',25,25,25,15,10,0,9,9,9,9,9,7,15,15,30,15,15,10,8,10,7,8,9,8,8,8,8,8,8,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.04,8,,,8,7,0,b'1',b'1',sim
5208,b'female',35,30,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',31.58,10.53,15.79,21.05,10.53,10.53,7,7,6,5,5,4,15,15,30,15,15,10,8,10,7,8,9,6,6,6,6,7,6,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.72,8,,,7,6,0,b'1',b'0',nao
5209,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',14,18,17,16,15,20,6,8,8,6,6,7,15,15,30,15,15,10,8,10,7,8,9,8,8,8,8,8,8,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.64,8,,,8,8,0,b'1',b'0',nao
5210,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',30,15,20,25,5,5,8,6,5,4,4,4,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,8,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,-0.23,8,,,8,7,0,b'1',b'0',nao
5211,b'female',35,24,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',1,3,b'music education',20,10,25,20,10,15,8,7,7,7,7,6,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.24,8,,,7,7,0,b'0',b'1',nao
5212,b'female',35,25,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',17,18,28,27,5,5,6,8,8,4,5,4,15,15,30,15,15,10,8,10,7,8,9,7,8,8,7,7,6,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.75,8,,,6,6,0,b'1',b'1',sim
5213,b'female',35,28,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',50,10,10,10,10,10,3,7,7,1,6,1,15,15,30,15,15,10,8,10,7,8,9,9,8,8,7,7,9,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.15,8,,,7,8,0,b'1',b'0',nao
5214,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',40,0,10,50,0,0,,,,,,,15,15,30,15,15,10,8,10,7,8,9,3,3,3,2,3,0,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.05,8,,,3,3,0,b'0',b'0',nao
5215,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',30,15,15,20,5,15,7,9,7,4,4,3,15,15,30,15,15,10,8,10,7,8,9,7,7,6,7,7,5,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.43,8,,,7,6,0,b'1',b'0',nao
5216,b'female',35,29,b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',1,3,b'music education',75,5,5,10,0,5,9,6,9,9,9,9,15,15,30,15,15,10,8,10,7,8,9,9,9,9,9,9,9,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.09,8,,,9,8,0,b'1',b'1',sim
5217,b'female',35,30,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,3,b'music education',50,10,10,10,5,15,7,6,5,5,5,6,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.25,8,,,7,7,0,b'1',b'0',nao
5218,b'female',35,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',30,20,15,15,8,12,7,6,5,6,6,6,15,15,30,15,15,10,8,10,7,8,9,8,8,8,8,8,8,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,-0.2,8,,,8,8,0,b'1',b'1',sim
5219,b'female',35,25,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,3,b'music education',30,10,15,20,15,10,5,9,6,5,6,5,15,15,30,15,15,10,8,10,7,8,9,7,7,8,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.24,8,,,8,7,0,b'1',b'0',nao
5220,b'female',35,26,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,3,b'music education',25,20,10,20,15,10,8,8,8,5,8,4,15,15,30,15,15,10,8,10,7,8,9,5,6,7,5,7,8,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,-0.4,8,,,5,5,0,b'0',b'0',nao
5221,b'female',35,29,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,3,b'music education',25,15,20,20,10,10,8,7,7,6,5,4,15,15,30,15,15,10,8,10,7,8,9,5,7,7,7,7,7,5,2,5,10,10,10,7,2,10,3,10,10,10,10,5,5,0.08,8,,,6,5,0,b'0',b'0',nao
5222,b'female',29,34,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',30,20,30,5,5,10,6,10,6,6,6,4,20,20,20,10,10,20,9,10,9,9,8,6,6,7,6,6,5,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.41,9,,5,6,6,0,b'0',b'0',nao
5223,b'female',29,30,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',20.51,14.53,24.79,17.09,5.98,17.09,6,8,7,6,6,6,20,20,20,10,10,20,9,10,9,9,8,6,8,8,7,5,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.18,9,,5,7,7,0,b'0',b'0',nao
5224,b'female',29,23,b'Other',b'Asian/Pacific Islander/Asian-American',b'0',6,6,b'Music Education',25,20,20,20,5,10,8,8,7,7,7,8,20,20,20,10,10,20,9,10,9,9,8,6,8,8,7,7,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.06,9,,5,7,7,0,b'1',b'1',sim
5225,b'female',29,27,b'Other',b'Latino/Hispanic American',b'0',6,6,b'Music Education',25,25,25,15,10,0,7,9,9,8,8,7,20,20,20,10,10,20,9,10,9,9,8,8,9,8,8,6,9,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.05,9,,5,9,7,0,b'1',b'1',sim
5226,b'female',29,30,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',31.58,10.53,15.79,21.05,10.53,10.53,4,6,7,4,6,4,20,20,20,10,10,20,9,10,9,9,8,8,6,7,7,7,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.38,9,,5,7,6,0,b'1',b'0',nao
5227,b'female',29,27,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',14,18,17,16,15,20,6,8,7,6,5,5,20,20,20,10,10,20,9,10,9,9,8,9,8,8,9,6,9,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.2,9,,5,9,7,0,b'1',b'0',nao
5228,b'female',29,27,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',30,15,20,25,5,5,4,4,4,3,5,4,20,20,20,10,10,20,9,10,9,9,8,7,8,7,7,6,7,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.08,9,,5,7,7,0,b'1',b'0',nao
5229,b'female',29,24,b'Other',b'Other',b'1',6,6,b'Music Education',20,10,25,20,10,15,7,9,8,7,6,6,20,20,20,10,10,20,9,10,9,9,8,8,8,8,9,7,9,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,-0.09,9,,5,9,7,0,b'1',b'0',nao
5230,b'female',29,25,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',17,18,28,27,5,5,7,10,9,6,6,3,20,20,20,10,10,20,9,10,9,9,8,7,7,7,9,7,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.3,9,,5,8,7,0,b'1',b'1',sim
5231,b'female',29,28,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',50,10,10,10,10,10,3,8,7,1,5,1,20,20,20,10,10,20,9,10,9,9,8,9,7,8,8,7,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.16,9,,5,9,7,0,b'1',b'0',nao
5232,b'female',29,27,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',40,0,10,50,0,0,6,8,8,3,3,2,20,20,20,10,10,20,9,10,9,9,8,8,6,8,7,8,7,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.27,9,,5,8,6,0,b'1',b'0',nao
5233,b'female',29,27,b'Other',b'European/Caucasian-American',b'0',6,6,b'Music Education',30,15,15,20,5,15,6,9,8,4,4,4,20,20,20,10,10,20,9,10,9,9,8,7,8,9,7,7,9,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,0.4,9,,5,8,6,0,b'1',b'0',nao
5234,b'female',29,29,b'Other',b'Latino/Hispanic American',b'0',6,6,b'Music Education',75,5,5,10,0,5,6,9,9,8,7,8,20,20,20,10,10,20,9,10,9,9,8,9,9,7,7,7,8,8,5,10,10,10,10,8,4,5,8,9,9,10,10,7,7,-0.01,9,,5,9,7,0,b'1',b'0',nao
